obs_id,site_id,site_match_confidence,meta_source,study_citation,location_name,lat,lon,country_continent,koppen_geiger,whittaker_biome,climate_class_paperdefined,forest_change_metric,forest_change_submetric,forest_change_value_type,forest_change_value_point,forest_change_value_min,forest_change_value_max,forest_change_value_sd,forest_change_unit,hydro_response_metric,hydro_response_value_type,hydro_response_value_point,hydro_response_value_min,hydro_response_value_max,hydro_response_value_sd,hydro_response_unit,method_analysis,method_forest_change_measurement,method_hydro_response_measurement,watershed_area_km2,precip_mm_yr,spatial_scale,notes_flags,figure_table_source
zhang2017_297,site_wicksend,exact,"Zhang et al., 2017","Lane and Mackay, 2001",Wicksend,-36.8,149.5,Oceania,Cfb,Temperate seasonal forest,,forest_cover_change,,point,-38,,,,%,runoff,point,10,,,,%,PWE,% cover change (source study),catchment water balance,0.682,1100,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #155, Wicksend) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_298,site_wights,exact,"Zhang et al., 2017","Williamson et al., 1987",Wights,-27.4,152.8,Oceania,Cfa,Temperate seasonal forest,,forest_cover_change,,point,-100,,,,%,runoff,point,271.6,,,,%,PWE,% cover change (source study),catchment water balance,0.94,1200,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #156, Wights) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_299,,,"Zhang et al., 2017","Serengil et al., 2007",W-II,,,,,,,forest_cover_change,,point,-11,,,,%,runoff,point,3,,,,%,PWE,% cover change (source study),catchment water balance,0.775,1050,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_300,site_willbob,exact,"Zhang et al., 2017","Lane and Mackay, 2001",Willbob,-36.8,149.5,Oceania,Cfb,Temperate seasonal forest,,forest_cover_change,,point,-30,,,,%,runoff,point,31,,,,%,PWE,% cover change (source study),catchment water balance,0.856,1100,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #157, Willbob) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_301,,,"Zhang et al., 2017","Miller et al.,1988",Willow Cr. AZ,,,,,,,forest_cover_change,,point,-62,,,,%,runoff,point,18.8,,,,%,PWE,% cover change (source study),catchment water balance,0.6,749,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_302,,,"Zhang et al., 2017","Stednick,1996",Workman Cr. AZ-1,,,,,,,forest_cover_change,,point,-32,,,,%,runoff,point,37.2,,,,%,PWE,% cover change (source study),catchment water balance,1,813,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_303,,,"Zhang et al., 2017","Hibbert and Gottfried,1987",Workman Cr. AZ-2,,,,,,,forest_cover_change,,point,-73,,,,%,runoff,point,77.9,,,,%,PWE,% cover change (source study),catchment water balance,1,813,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_304,,,"Zhang et al., 2017","Hibbert and Gottfried , 1987",Workman Cr. AZ-3,,,,,,,forest_cover_change,,point,-40,,,,%,runoff,point,52.3,,,,%,PWE,% cover change (source study),catchment water balance,1,813,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_305,,,"Zhang et al., 2017","Hibbert and Gottfried ,1987",Workman Cr. AZ-4,,,,,,,forest_cover_change,,point,-83,,,,%,runoff,point,124.4,,,,%,PWE,% cover change (source study),catchment water balance,1,813,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_306,,,"Zhang et al., 2017","Rich and Gottfried, 1976",Workman Cr. AZ-5,,,,,,,forest_cover_change,,point,-1,,,,%,runoff,point,0,,,,%,PWE,% cover change (source study),catchment water balance,1,810,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
zhang2017_307,site_ws2_l_r,exact,"Zhang et al., 2017","Hombeck et al., 1993",WS2 L.R.,40.7,-78.0,North America,Dfa,Temperate seasonal forest,,forest_cover_change,,point,-43,,,,%,runoff,point,22,,,,%,PWE,% cover change (source study),catchment water balance,0.43,1060,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #163, WS2 L.R.) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_308,site_ws2_l_r,exact,"Zhang et al., 2017","Hombeck et al., 1993",WS2 L.R.,40.7,-78.0,North America,Dfa,Temperate seasonal forest,,forest_cover_change,,point,-27,,,,%,runoff,point,13.9,,,,%,PWE,% cover change (source study),catchment water balance,0.43,1060,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #163, WS2 L.R.) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_309,site_ws2_l_r,exact,"Zhang et al., 2017","Hombeck et al., 1993",WS2 L.R.,40.7,-78.0,North America,Dfa,Temperate seasonal forest,,forest_cover_change,,point,-40,,,,%,runoff,point,18.9,,,,%,PWE,% cover change (source study),catchment water balance,0.43,1060,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #163, WS2 L.R.) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_310,site_ws4_h_b,exact,"Zhang et al., 2017","Hombeck et al., 1993",WS4 H.B.,44.0,-71.8,North America,Dfb,Temperate seasonal forest,,forest_cover_change,,point,-33,,,,%,runoff,point,40.7,,,,%,PWE,% cover change (source study),catchment water balance,0.36,1340,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #166, WS4 H.B.) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_311,site_yarra_river,exact,"Zhang et al., 2017","Zhou et al., 2015",Yarra River,-37.7,146.0,Oceania,Cfb,Temperate seasonal forest,,forest_cover_change,,point,-45.6,,,,%,runoff,point,9.9,,,,%,PWE,% cover change (source study),catchment water balance,149.43,1497,small,"lat/lon/koppen/whittaker borrowed from Yang et al. 2023 match (catchment #171, Yarra River) - confidence=exact, not manually verified as identical sub-watershed; precip data source type (per Zhang appendix): OB",Appendix A Table A1
zhang2017_312,,,"Zhang et al., 2017","Zhou et al., 2015",Yerrami. S,,,,,,,forest_cover_change,,point,60,,,,%,runoff,point,83.3,,,,%,PWE,% cover change (source study),catchment water balance,2.7,850,small,precip data source type (per Zhang appendix): OB,Appendix A Table A1
